feature,weight,abs_weight,direction
log_faers,4.525857400568981,4.525857400568981,↑ High-signal
n_proteins,0.20351659479788795,0.20351659479788795,↑ High-signal
mean_path_score,-0.1999356127247186,0.1999356127247186,↓ Low-signal
max_path_score,-0.09293911798491165,0.09293911798491165,↓ Low-signal
theme_specificity,-0.037987661056350416,0.037987661056350416,↓ Low-signal
path_count,0.02444517607301728,0.02444517607301728,↑ High-signal
go_overlap_ratio,0.0027380213131063535,0.0027380213131063535,↑ High-signal
has_direct_maps_to,0.0027380213131063535,0.0027380213131063535,↑ High-signal
