go_id,go_name,k,n_targets,K,N_universe,odds_ratio,p_value,fdr_bh
GO:0001938,positive regulation of endothelial cell proliferation,2,11,109,34737,71.89823468328142,0.0005267604855616173,0.0018898687596026445
GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,2,11,113,34737,69.29929929929929,0.0005659255555733046,0.0020215157399954722
GO:0009887,animal organ morphogenesis,3,11,543,34737,23.740277777777777,0.0005708235505583028,0.0020301463667682243
GO:0030183,B cell differentiation,2,11,118,34737,66.30268199233717,0.0006168159407528405,0.002184222681973262
GO:0008283,cell population proliferation,3,11,559,34737,23.04631294964029,0.0006211533420501996,0.0021901010077459626
GO:0097696,cell surface receptor signaling pathway via STAT,2,11,119,34737,65.7340930674264,0.0006272514366006162,0.0022021101937309186
GO:0048705,skeletal system morphogenesis,2,11,122,34737,64.08518518518518,0.0006590719451153067,0.0023039352611295763
GO:0043065,positive regulation of apoptotic process,3,11,577,34737,22.31184668989547,0.0006810902267902206,0.0023707736404868104
GO:0010811,positive regulation of cell-substrate adhesion,2,11,125,34737,62.516711833785,0.0006916625333221435,0.002387257182521154
GO:0060560,developmental growth involved in morphogenesis,2,11,125,34737,62.516711833785,0.0006916625333221435,0.002387257182521154
GO:0045471,response to ethanol,2,11,128,34737,61.022927689594354,0.0007250219785898947,0.0024918822625484617
GO:0045321,leukocyte activation,3,11,597,34737,21.5479797979798,0.0007519095781966473,0.002573481317844592
GO:0001952,regulation of cell-matrix adhesion,2,11,131,34737,59.59862187769164,0.0007591490595662207,0.0025766968079882512
GO:0031099,regeneration,2,11,131,34737,59.59862187769164,0.0007591490595662207,0.0025766968079882512
GO:0035148,tube formation,2,11,132,34737,59.13846153846154,0.0007706951280241507,0.002605076920346096
GO:0048754,branching morphogenesis of an epithelial tube,2,11,135,34737,57.799498746867165,0.0008058438256056511,0.0027126759232321915
GO:0010595,positive regulation of endothelial cell migration,2,11,141,34737,55.29496402877698,0.0008784343762341018,0.0029449152449159645
GO:0050770,regulation of axonogenesis,2,11,142,34737,54.8984126984127,0.0008908295365100423,0.002974279840266182
GO:0007623,circadian rhythm,2,11,143,34737,54.507486209613866,0.0009033093582136933,0.0030036872155235817
GO:0034097,response to cytokine,3,11,638,34737,20.13248031496063,0.0009114814433060055,0.003018590366900051
GO:0001764,neuron migration,2,11,146,34737,53.367283950617285,0.000941256342136502,0.0031042602000452006
GO:0007399,nervous system development,3,11,646,34737,19.877332814930014,0.0009449398408450549,0.0031042602000452006
GO:0046887,positive regulation of hormone secretion,2,11,148,34737,52.63318112633181,0.0009669768142820846,0.0031639481363309806
GO:0009725,response to hormone,3,11,653,34737,19.65923076923077,0.0009748522668933036,0.003164401406026676
GO:1901652,response to peptide,3,11,653,34737,19.65923076923077,0.0009748522668933036,0.003164401406026676
GO:1900180,regulation of protein localization to nucleus,2,11,150,34737,51.91891891891892,0.0009930348534974993,0.0032106818583436934
GO:2001235,positive regulation of apoptotic signaling pathway,2,11,152,34737,51.223703703703706,0.0010194301007327947,0.0032830465448796305
GO:0007409,axonogenesis,2,11,161,34737,48.31167016072676,0.0011423720481204913,0.0036645503347551445
GO:0001775,cell activation,3,11,695,34737,18.44328034682081,0.0011670771825925315,0.003725928037783555
GO:0048568,embryonic organ development,2,11,163,34737,47.7087646652864,0.0011706155326532683,0.003725928037783555
GO:2001236,regulation of extrinsic apoptotic signaling pathway,2,11,167,34737,46.546801346801345,0.001228106785463127,0.0038937649244528594
GO:0043535,regulation of blood vessel endothelial cell migration,2,11,168,34737,46.265060240963855,0.0012426885640765245,0.003924784731330491
GO:0007154,cell communication,3,11,754,34737,16.96488015978695,0.0014755152089144363,0.004642197849584649
GO:0001936,regulation of endothelial cell proliferation,2,11,190,34737,40.825059101654844,0.0015845336174294903,0.004966086203284763
GO:0000165,MAPK cascade,2,11,192,34737,40.39298245614035,0.0016175980099924177,0.005031160350470714
GO:0042113,B cell activation,2,11,192,34737,40.39298245614035,0.0016175980099924177,0.005031160350470714
GO:0007423,sensory organ development,2,11,194,34737,39.969907407407405,0.0016509921282792533,0.00511557409444102
GO:0035556,intracellular signal transduction,4,11,1806,34737,10.440462977643888,0.0017893255854859378,0.005523276712933951
GO:1901654,response to ketone,2,11,220,34737,35.17635066258919,0.0021149601746299246,0.0065039000858920235
GO:0012501,programmed cell death,3,11,877,34737,14.524599542334096,0.0022738343284956675,0.006966278953968
GO:0007411,axon guidance,2,11,229,34737,33.77288301517376,0.002288392611634846,0.006984720732527253
GO:0008219,cell death,3,11,882,34737,14.439846416382252,0.0023109758913683054,0.007027428546986148
GO:0097485,neuron projection guidance,2,11,231,34737,33.47598253275109,0.0023278231425319517,0.007052441965152357
GO:0010557,positive regulation of macromolecule biosynthetic process,5,11,3364,34737,7.781829909695346,0.002378420826412489,0.007179144782307807
GO:0051050,positive regulation of transport,3,11,906,34737,14.04609634551495,0.0024945651496986955,0.007502037839902695
GO:0055074,calcium ion homeostasis,2,11,242,34737,31.93148148148148,0.002550453123416241,0.00764201705111533
GO:0001701,in utero embryonic development,2,11,251,34737,30.76929941990183,0.00273982916109117,0.00817948997727218
GO:0010594,regulation of endothelial cell migration,2,11,252,34737,30.645333333333333,0.0027612707700982522,0.008213525417964983
GO:0009891,positive regulation of biosynthetic process,5,11,3497,34737,7.453703703703703,0.0028288258086450347,0.008383983737216081
GO:0043009,chordate embryonic development,2,11,258,34737,29.921875,0.0028915948473405366,0.00851625183310577
GO:0003008,system process,4,11,2058,34737,9.089442203366254,0.0028942762953586853,0.00851625183310577
GO:0006950,response to stress,5,11,3519,34737,7.401821286283438,0.002909059656582278,0.00852907096445987
GO:0043066,negative regulation of apoptotic process,3,11,958,34737,13.26086387434555,0.0029230958941926185,0.008539615862319863
GO:0046883,regulation of hormone secretion,2,11,264,34737,29.231552162849873,0.0030247826215479556,0.008805239090484796
GO:0048511,rhythmic process,2,11,266,34737,29.00841750841751,0.0030698133118560985,0.008904635776944286
GO:0030098,lymphocyte differentiation,2,11,268,34737,28.788638262322472,0.0031151608102150227,0.009004245734119747
GO:0032879,regulation of localization,4,11,2108,34737,8.859858772406302,0.00315968226714107,0.00910077498070914
GO:0007155,cell adhesion,3,11,989,34737,12.832150101419879,0.0031990945696915374,0.00918196265967606
GO:0048812,neuron projection morphogenesis,2,11,273,34737,28.253382533825338,0.0032299133313057706,0.009238003863664756
GO:0051962,positive regulation of nervous system development,2,11,276,34737,27.94160583941606,0.003299711998273708,0.009404754057797537
GO:0097305,response to alcohol,2,11,277,34737,27.83919191919192,0.003323135821883192,0.009410310876890994
GO:0009792,embryo development ending in birth or egg hatching,2,11,278,34737,27.737520128824478,0.0033466383745977667,0.009410310876890994
GO:0009790,embryo development,2,11,278,34737,27.737520128824478,0.0033466383745977667,0.009410310876890994
GO:0043069,negative regulation of programmed cell death,3,11,1005,34737,12.62125748502994,0.003347677830287627,0.009410310876890994
GO:0120039,plasma membrane bounded cell projection morphogenesis,2,11,279,34737,27.636582430806257,0.0033702196135171553,0.009441231657044634
GO:0007275,multicellular organism development,2,11,280,34737,27.53637090327738,0.0033938794957562354,0.00947506289258908
GO:0048732,gland development,2,11,287,34737,26.85458089668616,0.0035616970852094137,0.009876163443055254
GO:0048858,cell projection morphogenesis,2,11,287,34737,26.85458089668616,0.0035616970852094137,0.009876163443055254
GO:0090068,positive regulation of cell cycle process,2,11,298,34737,25.84834834834835,0.003833156585224956,0.01059298002268248
GO:1903532,positive regulation of secretion by cell,2,11,302,34737,25.500740740740742,0.0039342070567313404,0.010835627516519316
GO:0051054,positive regulation of DNA metabolic process,2,11,322,34737,23.893055555555556,0.004458043747922189,0.012196253464215219
GO:0032496,response to lipopolysaccharide,2,11,322,34737,23.893055555555556,0.004458043747922189,0.012196253464215219
GO:0051047,positive regulation of secretion,2,11,324,34737,23.74327122153209,0.004512122899044237,0.012303055104727286
GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,2,11,338,34737,22.744708994708994,0.004899251734031117,0.013314245576204163
GO:0002376,immune system process,4,11,2409,34737,7.67947727947728,0.005125787056815349,0.013841682836995255
GO:0002237,response to molecule of bacterial origin,2,11,346,34737,22.210594315245476,0.005127175916393108,0.013841682836995255
GO:0022409,positive regulation of cell-cell adhesion,2,11,357,34737,21.515492957746478,0.005448488853630609,0.014660736454834995
GO:0032870,cellular response to hormone stimulus,2,11,361,34737,21.273290003095017,0.005567593182970634,0.014932102372688454
GO:1903131,mononuclear cell differentiation,2,11,363,34737,21.154201292705448,0.005627596581659763,0.01504370589476368
GO:0048589,developmental growth,2,11,384,34737,19.979057591623036,0.006275704080247748,0.016559283673734115
GO:0040007,growth,2,11,384,34737,19.979057591623036,0.006275704080247748,0.016559283673734115
GO:0150105,protein localization to cell-cell junction,1,11,20,34737,182.66842105263157,0.006316010398783672,0.016559283673734115
GO:0048265,response to pain,1,11,20,34737,182.66842105263157,0.006316010398783672,0.016559283673734115
GO:0048266,behavioral response to pain,1,11,20,34737,182.66842105263157,0.006316010398783672,0.016559283673734115
GO:0099150,regulation of postsynaptic specialization assembly,1,11,20,34737,182.66842105263157,0.006316010398783672,0.016559283673734115
GO:0050965,detection of temperature stimulus involved in sensory perception of pain,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:0045346,regulation of MHC class II biosynthetic process,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:1904889,regulation of excitatory synapse assembly,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:0002363,alpha-beta T cell lineage commitment,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:0032292,peripheral nervous system axon ensheathment,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:0022011,myelination in peripheral nervous system,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:1905874,regulation of postsynaptic density organization,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:0021884,forebrain neuron development,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:0048699,generation of neurons,1,11,21,34737,173.53,0.006630856839594037,0.016844847499341373
GO:0051726,regulation of cell cycle,3,11,1294,34737,9.711948102246321,0.006797977459374725,0.017215930531791098
GO:0033043,regulation of organelle organization,3,11,1303,34737,9.642115384615385,0.006929983577549847,0.0172690306908594
GO:0051900,regulation of mitochondrial depolarization,1,11,22,34737,165.26190476190476,0.006945612588377435,0.0172690306908594
GO:0034505,tooth mineralization,1,11,22,34737,165.26190476190476,0.006945612588377435,0.0172690306908594
GO:0090141,positive regulation of mitochondrial fission,1,11,22,34737,165.26190476190476,0.006945612588377435,0.0172690306908594
GO:0097106,postsynaptic density organization,1,11,22,34737,165.26190476190476,0.006945612588377435,0.0172690306908594
GO:0042474,middle ear morphogenesis,1,11,22,34737,165.26190476190476,0.006945612588377435,0.0172690306908594
GO:0002521,leukocyte differentiation,2,11,411,34737,18.64547677261614,0.007157029147462753,0.01767531884807302
GO:0043369,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",1,11,23,34737,157.74545454545455,0.0072602776686461305,0.01767531884807302
GO:0031103,axon regeneration,1,11,23,34737,157.74545454545455,0.0072602776686461305,0.01767531884807302
GO:0033630,positive regulation of cell adhesion mediated by integrin,1,11,23,34737,157.74545454545455,0.0072602776686461305,0.01767531884807302
GO:0001759,organ induction,1,11,23,34737,157.74545454545455,0.0072602776686461305,0.01767531884807302
GO:0035162,embryonic hemopoiesis,1,11,23,34737,157.74545454545455,0.0072602776686461305,0.01767531884807302
GO:0060740,prostate gland epithelium morphogenesis,1,11,23,34737,157.74545454545455,0.0072602776686461305,0.01767531884807302
GO:0051241,negative regulation of multicellular organismal process,3,11,1329,34737,9.445701357466064,0.007320058292517688,0.01776797532130406
GO:1902074,response to salt,1,11,24,34737,150.88260869565218,0.007574852103906974,0.018117628716362296
GO:0016331,morphogenesis of embryonic epithelium,1,11,24,34737,150.88260869565218,0.007574852103906974,0.018117628716362296
GO:0042659,regulation of cell fate specification,1,11,24,34737,150.88260869565218,0.007574852103906974,0.018117628716362296
GO:1905564,positive regulation of vascular endothelial cell proliferation,1,11,24,34737,150.88260869565218,0.007574852103906974,0.018117628716362296
GO:0007158,neuron cell-cell adhesion,1,11,24,34737,150.88260869565218,0.007574852103906974,0.018117628716362296
GO:0001818,negative regulation of cytokine production,2,11,425,34737,18.021013921723142,0.007635047259092535,0.01820836343422068
GO:0050961,detection of temperature stimulus involved in sensory perception,1,11,25,34737,144.59166666666667,0.007889335917661387,0.0185979157943718
GO:0048015,phosphatidylinositol-mediated signaling,1,11,25,34737,144.59166666666667,0.007889335917661387,0.0185979157943718
GO:0071549,cellular response to dexamethasone stimulus,1,11,25,34737,144.59166666666667,0.007889335917661387,0.0185979157943718
GO:0051894,positive regulation of focal adhesion assembly,1,11,25,34737,144.59166666666667,0.007889335917661387,0.0185979157943718
GO:0048598,embryonic morphogenesis,2,11,439,34737,17.436562420544114,0.008127283738213824,0.0191037876375256
GO:0035909,aorta morphogenesis,1,11,26,34737,138.804,0.008203729133405394,0.01922822473101895
GO:0051960,regulation of nervous system development,2,11,445,34737,17.197391522447955,0.00834256715707022,0.01949777124138126
GO:0036120,cellular response to platelet-derived growth factor stimulus,1,11,27,34737,133.46153846153845,0.00851803177462957,0.019835567993448697
GO:0050877,nervous system process,3,11,1405,34737,8.913338088445078,0.008535598940946139,0.019835567993448697
GO:1903829,positive regulation of protein localization,2,11,451,34737,16.964612719623855,0.008560432898906846,0.019836923828061757
GO:0051301,cell division,2,11,454,34737,16.85054080629302,0.00867033141477472,0.02001322848039345
GO:0033688,regulation of osteoblast proliferation,1,11,28,34737,128.51481481481483,0.008832243864819116,0.02001322848039345
GO:0097421,liver regeneration,1,11,28,34737,128.51481481481483,0.008832243864819116,0.02001322848039345
GO:0099084,postsynaptic specialization organization,1,11,28,34737,128.51481481481483,0.008832243864819116,0.02001322848039345
GO:0001838,embryonic epithelial tube formation,1,11,28,34737,128.51481481481483,0.008832243864819116,0.02001322848039345
GO:0010715,regulation of extracellular matrix disassembly,1,11,28,34737,128.51481481481483,0.008832243864819116,0.02001322848039345
GO:0003148,outflow tract septum morphogenesis,1,11,28,34737,128.51481481481483,0.008832243864819116,0.02001322848039345
GO:0016048,detection of temperature stimulus,1,11,28,34737,128.51481481481483,0.008832243864819116,0.02001322848039345
GO:0045686,negative regulation of glial cell differentiation,1,11,29,34737,123.92142857142858,0.009146365427453791,0.020441876829664484
GO:0003156,regulation of animal organ formation,1,11,29,34737,123.92142857142858,0.009146365427453791,0.020441876829664484
GO:0036119,response to platelet-derived growth factor,1,11,29,34737,123.92142857142858,0.009146365427453791,0.020441876829664484
GO:0002360,T cell lineage commitment,1,11,29,34737,123.92142857142858,0.009146365427453791,0.020441876829664484
GO:0031102,neuron projection regeneration,1,11,29,34737,123.92142857142858,0.009146365427453791,0.020441876829664484
GO:0045446,endothelial cell differentiation,1,11,30,34737,119.6448275862069,0.00946039648600796,0.020971827440527134
GO:0046579,positive regulation of Ras protein signal transduction,1,11,30,34737,119.6448275862069,0.00946039648600796,0.020971827440527134
GO:0048679,regulation of axon regeneration,1,11,30,34737,119.6448275862069,0.00946039648600796,0.020971827440527134
GO:0001558,regulation of cell growth,2,11,479,34737,15.95574190542744,0.00961102798790094,0.02124816457865667
GO:0046649,lymphocyte activation,2,11,483,34737,15.82120582120582,0.009765636870564403,0.021321087248830823
GO:0019219,regulation of nucleobase-containing compound metabolic process,5,11,4644,34737,5.404720845009701,0.00976881127947279,0.021321087248830823
GO:0048701,embryonic cranial skeleton morphogenesis,1,11,31,34737,115.65333333333334,0.00977433706395056,0.021321087248830823
GO:0031128,developmental induction,1,11,31,34737,115.65333333333334,0.00977433706395056,0.021321087248830823
GO:0090140,regulation of mitochondrial fission,1,11,31,34737,115.65333333333334,0.00977433706395056,0.021321087248830823
GO:0048665,neuron fate specification,1,11,32,34737,111.91935483870968,0.010088187184745138,0.021716150308214534
GO:0070570,regulation of neuron projection regeneration,1,11,32,34737,111.91935483870968,0.010088187184745138,0.021716150308214534
GO:1905606,regulation of presynapse assembly,1,11,32,34737,111.91935483870968,0.010088187184745138,0.021716150308214534
GO:0150117,positive regulation of cell-substrate junction organization,1,11,32,34737,111.91935483870968,0.010088187184745138,0.021716150308214534
GO:0048710,regulation of astrocyte differentiation,1,11,32,34737,111.91935483870968,0.010088187184745138,0.021716150308214534
GO:0098771,inorganic ion homeostasis,2,11,494,34737,15.462511291779585,0.010196595592836208,0.02181741677223884
GO:0021545,cranial nerve development,1,11,33,34737,108.41875,0.010401946871849813,0.02181741677223884
GO:0099174,regulation of presynapse organization,1,11,33,34737,108.41875,0.010401946871849813,0.02181741677223884
GO:0048010,vascular endothelial growth factor receptor signaling pathway,1,11,33,34737,108.41875,0.010401946871849813,0.02181741677223884
GO:0043500,muscle adaptation,1,11,33,34737,108.41875,0.010401946871849813,0.02181741677223884
GO:1903672,positive regulation of sprouting angiogenesis,1,11,33,34737,108.41875,0.010401946871849813,0.02181741677223884
GO:0090280,positive regulation of calcium ion import,1,11,33,34737,108.41875,0.010401946871849813,0.02181741677223884
GO:0030239,myofibril assembly,1,11,33,34737,108.41875,0.010401946871849813,0.02181741677223884
GO:0042551,neuron maturation,1,11,33,34737,108.41875,0.010401946871849813,0.02181741677223884
GO:0031069,hair follicle morphogenesis,1,11,33,34737,108.41875,0.010401946871849813,0.02181741677223884
GO:0044319,"wound healing, spreading of cells",1,11,34,34737,105.13030303030303,0.01071561614871731,0.022215309654205168
GO:0001569,branching involved in blood vessel morphogenesis,1,11,34,34737,105.13030303030303,0.01071561614871731,0.022215309654205168
GO:0030041,actin filament polymerization,1,11,34,34737,105.13030303030303,0.01071561614871731,0.022215309654205168
GO:0090183,regulation of kidney development,1,11,34,34737,105.13030303030303,0.01071561614871731,0.022215309654205168
GO:0042592,homeostatic process,3,11,1527,34737,8.16978346456693,0.01072744170343648,0.022215309654205168
GO:0010638,positive regulation of organelle organization,2,11,514,34737,14.84982638888889,0.011001748115264769,0.022554703854335667
GO:0010667,negative regulation of cardiac muscle cell apoptotic process,1,11,35,34737,102.03529411764706,0.011029195038794947,0.022554703854335667
GO:0035924,cellular response to vascular endothelial growth factor stimulus,1,11,35,34737,102.03529411764706,0.011029195038794947,0.022554703854335667
GO:0090102,cochlea development,1,11,35,34737,102.03529411764706,0.011029195038794947,0.022554703854335667
GO:0110110,positive regulation of animal organ morphogenesis,1,11,35,34737,102.03529411764706,0.011029195038794947,0.022554703854335667
GO:0090330,regulation of platelet aggregation,1,11,37,34737,96.36111111111111,0.01165608175234285,0.023718096700040926
GO:0051602,response to electrical stimulus,1,11,37,34737,96.36111111111111,0.01165608175234285,0.023718096700040926
GO:0022414,reproductive process,3,11,1583,34737,7.866930379746836,0.011835298911225494,0.0240230136709242
GO:0071548,response to dexamethasone,1,11,38,34737,93.75405405405405,0.011969389622680723,0.024056414524208432
GO:0010664,negative regulation of striated muscle cell apoptotic process,1,11,38,34737,93.75405405405405,0.011969389622680723,0.024056414524208432
GO:0042307,positive regulation of protein import into nucleus,1,11,38,34737,93.75405405405405,0.011969389622680723,0.024056414524208432
GO:0051968,"positive regulation of synaptic transmission, glutamatergic",1,11,38,34737,93.75405405405405,0.011969389622680723,0.024056414524208432
GO:0050974,detection of mechanical stimulus involved in sensory perception,1,11,39,34737,91.28421052631579,0.012282607199963947,0.024268533066595436
GO:1901532,regulation of hematopoietic progenitor cell differentiation,1,11,39,34737,91.28421052631579,0.012282607199963947,0.024268533066595436
GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,1,11,39,34737,91.28421052631579,0.012282607199963947,0.024268533066595436
GO:0045773,positive regulation of axon extension,1,11,39,34737,91.28421052631579,0.012282607199963947,0.024268533066595436
GO:0060349,bone morphogenesis,1,11,39,34737,91.28421052631579,0.012282607199963947,0.024268533066595436
GO:2000352,negative regulation of endothelial cell apoptotic process,1,11,39,34737,91.28421052631579,0.012282607199963947,0.024268533066595436
GO:0031663,lipopolysaccharide-mediated signaling pathway,1,11,39,34737,91.28421052631579,0.012282607199963947,0.024268533066595436
GO:0001774,microglial cell activation,1,11,40,34737,88.94102564102565,0.012595734507612807,0.024649068964658558
GO:1904035,regulation of epithelial cell apoptotic process,1,11,40,34737,88.94102564102565,0.012595734507612807,0.024649068964658558
GO:0007595,lactation,1,11,40,34737,88.94102564102565,0.012595734507612807,0.024649068964658558
GO:0002269,leukocyte activation involved in inflammatory response,1,11,40,34737,88.94102564102565,0.012595734507612807,0.024649068964658558
GO:0097435,supramolecular fiber organization,2,11,553,34737,13.783020770316597,0.012650867095370165,0.024697874186188053
GO:0022407,regulation of cell-cell adhesion,2,11,556,34737,13.707180104292018,0.012782001206764202,0.02489446901698361
GO:0042391,regulation of membrane potential,2,11,558,34737,13.657074340527577,0.012869760676164936,0.024904186659142784
GO:0051385,response to mineralocorticoid,1,11,41,34737,86.715,0.012908771569042224,0.024904186659142784
GO:0033619,membrane protein proteolysis,1,11,41,34737,86.715,0.012908771569042224,0.024904186659142784
GO:0001656,metanephros development,1,11,41,34737,86.715,0.012908771569042224,0.024904186659142784
GO:0060391,positive regulation of SMAD protein signal transduction,1,11,42,34737,84.59756097560975,0.013221718407661676,0.025388182294524064
GO:0030513,positive regulation of BMP signaling pathway,1,11,42,34737,84.59756097560975,0.013221718407661676,0.025388182294524064
GO:0055080,monoatomic cation homeostasis,2,11,568,34737,13.411857086768748,0.013312587124839077,0.02550280156468001
GO:0051052,regulation of DNA metabolic process,2,11,572,34737,13.316179337231969,0.0134915921675672,0.025743466716470098
GO:0045429,positive regulation of nitric oxide biosynthetic process,1,11,43,34737,82.58095238095238,0.013534575046875275,0.025743466716470098
GO:0048871,multicellular organismal-level homeostasis,2,11,573,34737,13.292469352014011,0.013536510307616182,0.025743466716470098
GO:0010817,regulation of hormone levels,2,11,574,34737,13.268842268842269,0.013581495122175944,0.025743466716470098
GO:0050801,monoatomic ion homeostasis,2,11,579,34737,13.151935297515887,0.0138074179623511,0.025743466716470098
GO:0097028,dendritic cell differentiation,1,11,44,34737,80.65813953488372,0.013847341510081716,0.025743466716470098
GO:0021954,central nervous system neuron development,1,11,44,34737,80.65813953488372,0.013847341510081716,0.025743466716470098
GO:0045740,positive regulation of DNA replication,1,11,44,34737,80.65813953488372,0.013847341510081716,0.025743466716470098
GO:0007566,embryo implantation,1,11,44,34737,80.65813953488372,0.013847341510081716,0.025743466716470098
GO:0014014,negative regulation of gliogenesis,1,11,44,34737,80.65813953488372,0.013847341510081716,0.025743466716470098
GO:2000573,positive regulation of DNA biosynthetic process,1,11,44,34737,80.65813953488372,0.013847341510081716,0.025743466716470098
GO:0014911,positive regulation of smooth muscle cell migration,1,11,44,34737,80.65813953488372,0.013847341510081716,0.025743466716470098
GO:0035265,organ growth,1,11,44,34737,80.65813953488372,0.013847341510081716,0.025743466716470098
GO:0050804,modulation of chemical synaptic transmission,2,11,583,34737,13.059858481545229,0.01398935244286985,0.02594850407770417
GO:0099177,regulation of trans-synaptic signaling,2,11,584,34737,13.037037037037036,0.014035001882194885,0.025974279501437592
GO:1903530,regulation of secretion by cell,2,11,585,34737,13.01429388221841,0.01408071757226898,0.026000060889652427
GO:0044060,regulation of endocrine process,1,11,45,34737,78.82272727272728,0.014160017820674308,0.026087600399350416
GO:0051150,regulation of smooth muscle cell differentiation,1,11,46,34737,77.06888888888889,0.014472604002040989,0.026425424271583772
GO:0061900,glial cell activation,1,11,46,34737,77.06888888888889,0.014472604002040989,0.026425424271583772
GO:0010837,regulation of keratinocyte proliferation,1,11,46,34737,77.06888888888889,0.014472604002040989,0.026425424271583772
GO:0071526,semaphorin-plexin signaling pathway,1,11,46,34737,77.06888888888889,0.014472604002040989,0.026425424271583772
GO:0035094,response to nicotine,1,11,47,34737,75.3913043478261,0.014785100077564254,0.026816434287023416
GO:0045840,positive regulation of mitotic nuclear division,1,11,47,34737,75.3913043478261,0.014785100077564254,0.026816434287023416
GO:0001541,ovarian follicle development,1,11,47,34737,75.3913043478261,0.014785100077564254,0.026816434287023416
GO:0031100,animal organ regeneration,1,11,49,34737,72.24583333333334,0.015409822004583676,0.027703811867581203
GO:0033628,regulation of cell adhesion mediated by integrin,1,11,49,34737,72.24583333333334,0.015409822004583676,0.027703811867581203
GO:1900016,negative regulation of cytokine production involved in inflammatory response,1,11,49,34737,72.24583333333334,0.015409822004583676,0.027703811867581203
GO:0055010,ventricular cardiac muscle tissue morphogenesis,1,11,49,34737,72.24583333333334,0.015409822004583676,0.027703811867581203
GO:0051049,regulation of transport,3,11,1748,34737,7.087607449856733,0.015482287088856364,0.027713204052968548
GO:0007346,regulation of mitotic cell cycle,2,11,615,34737,12.366503534529636,0.015482804709299056,0.027713204052968548
GO:0033554,cellular response to stress,3,11,1752,34737,7.070540308747856,0.015577904801056154,0.027822546129397236
GO:0010453,regulation of cell fate commitment,1,11,50,34737,70.76938775510204,0.015722047902817924,0.02801881303813739
GO:0021675,nerve development,1,11,51,34737,69.352,0.016034183788684944,0.028512961606835398
GO:0002065,columnar/cuboidal epithelial cell differentiation,1,11,52,34737,67.99019607843137,0.01634622968554027,0.02881727560942229
GO:1904646,cellular response to amyloid-beta,1,11,52,34737,67.99019607843137,0.01634622968554027,0.02881727560942229
GO:0032147,activation of protein kinase activity,1,11,52,34737,67.99019607843137,0.01634622968554027,0.02881727560942229
GO:1905562,regulation of vascular endothelial cell proliferation,1,11,52,34737,67.99019607843137,0.01634622968554027,0.02881727560942229
GO:0009605,response to external stimulus,3,11,1795,34737,6.891880580357143,0.016627611614307973,0.029241192777872384
GO:0010665,regulation of cardiac muscle cell apoptotic process,1,11,53,34737,66.68076923076923,0.016658185616734145,0.029241192777872384
GO:0051046,regulation of secretion,2,11,640,34737,11.873214907697667,0.01669598740259952,0.029244791638814573
GO:0010628,positive regulation of gene expression,3,11,1816,34737,6.807708218422504,0.017154819150425257,0.029984277916768935
GO:0010662,regulation of striated muscle cell apoptotic process,1,11,56,34737,63.03818181818182,0.01759351384976788,0.03055518965840791
GO:0030282,bone mineralization,1,11,56,34737,63.03818181818182,0.01759351384976788,0.03055518965840791
GO:0003254,regulation of membrane depolarization,1,11,56,34737,63.03818181818182,0.01759351384976788,0.03055518965840791
GO:0002062,chondrocyte differentiation,1,11,57,34737,61.910714285714285,0.017905110151709938,0.03096486279936306
GO:0001755,neural crest cell migration,1,11,57,34737,61.910714285714285,0.017905110151709938,0.03096486279936306
GO:0001954,positive regulation of cell-matrix adhesion,1,11,58,34737,60.82280701754386,0.01821661660466066,0.031239397028537563
GO:0090329,regulation of DNA-templated DNA replication,1,11,58,34737,60.82280701754386,0.01821661660466066,0.031239397028537563
GO:0050982,detection of mechanical stimulus,1,11,58,34737,60.82280701754386,0.01821661660466066,0.031239397028537563
GO:0048592,eye morphogenesis,1,11,58,34737,60.82280701754386,0.01821661660466066,0.031239397028537563
GO:0090497,mesenchymal cell migration,1,11,59,34737,59.772413793103446,0.018528033231937933,0.03155443294821529
GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,1,11,59,34737,59.772413793103446,0.018528033231937933,0.03155443294821529
GO:0008154,actin polymerization or depolymerization,1,11,59,34737,59.772413793103446,0.018528033231937933,0.03155443294821529
GO:0045893,positive regulation of DNA-templated transcription,3,11,1870,34737,6.599959828602035,0.01855462377517305,0.03155443294821529
GO:1902680,positive regulation of RNA biosynthetic process,3,11,1872,34737,6.592495987158909,0.018607692983406234,0.031579030830759955
GO:0046824,positive regulation of nucleocytoplasmic transport,1,11,60,34737,58.757627118644066,0.01883936005685428,0.03184007546798926
