go_id,go_name,k,n_targets,K,N_universe,odds_ratio,p_value,fdr_bh
GO:0010656,negative regulation of muscle cell apoptotic process,1,11,60,34737,58.757627118644066,0.01883936005685428,0.03184007546798926
GO:0048565,digestive tract development,1,11,61,34737,57.776666666666664,0.019150597102716795,0.03210079596316053
GO:0046578,regulation of Ras protein signal transduction,1,11,61,34737,57.776666666666664,0.019150597102716795,0.03210079596316053
GO:0042306,regulation of protein import into nucleus,1,11,61,34737,57.776666666666664,0.019150597102716795,0.03210079596316053
GO:0055008,cardiac muscle tissue morphogenesis,1,11,61,34737,57.776666666666664,0.019150597102716795,0.03210079596316053
GO:0007267,cell-cell signaling,2,11,690,34737,10.994186046511627,0.019241992075320315,0.03218803582333746
GO:0090279,regulation of calcium ion import,1,11,62,34737,56.82786885245902,0.01946174439282724,0.03242302833672644
GO:0072676,lymphocyte migration,1,11,62,34737,56.82786885245902,0.01946174439282724,0.03242302833672644
GO:0010543,regulation of platelet activation,1,11,63,34737,55.909677419354836,0.019772801950482016,0.032807610538527966
GO:0051785,positive regulation of nuclear division,1,11,63,34737,55.909677419354836,0.019772801950482016,0.032807610538527966
GO:1904645,response to amyloid-beta,1,11,64,34737,55.02063492063492,0.02008376979897208,0.03318893675870538
GO:0009880,embryonic pattern specification,1,11,64,34737,55.02063492063492,0.02008376979897208,0.03318893675870538
GO:0048844,artery morphogenesis,1,11,65,34737,54.159375,0.020394647961583082,0.03356704634320917
GO:0071560,cellular response to transforming growth factor beta stimulus,1,11,65,34737,54.159375,0.020394647961583082,0.03356704634320917
GO:0023052,signaling,2,11,722,34737,10.49567901234568,0.020953404811014608,0.03431376984756075
GO:0090109,regulation of cell-substrate junction assembly,1,11,67,34737,52.515151515151516,0.021016135322283542,0.03431376984756075
GO:0045428,regulation of nitric oxide biosynthetic process,1,11,67,34737,52.515151515151516,0.021016135322283542,0.03431376984756075
GO:0051893,regulation of focal adhesion assembly,1,11,67,34737,52.515151515151516,0.021016135322283542,0.03431376984756075
GO:0090596,sensory organ morphogenesis,1,11,68,34737,51.72985074626866,0.021326744566917355,0.0347515479197976
GO:2000351,regulation of endothelial cell apoptotic process,1,11,69,34737,50.96764705882353,0.0216372642187609,0.03518743962414794
GO:0060337,type I interferon-mediated signaling pathway,1,11,70,34737,50.22753623188406,0.021947694301072924,0.03541067837924586
GO:0001570,vasculogenesis,1,11,70,34737,50.22753623188406,0.021947694301072924,0.03541067837924586
GO:0030218,erythrocyte differentiation,1,11,70,34737,50.22753623188406,0.021947694301072924,0.03541067837924586
GO:1905330,regulation of morphogenesis of an epithelium,1,11,70,34737,50.22753623188406,0.021947694301072924,0.03541067837924586
GO:0032731,positive regulation of interleukin-1 beta production,1,11,71,34737,49.50857142857143,0.02225803483710687,0.03584069389124689
GO:0033209,tumor necrosis factor-mediated signaling pathway,1,11,72,34737,48.809859154929576,0.022568285850110725,0.03612692333735924
GO:0050850,positive regulation of calcium-mediated signaling,1,11,72,34737,48.809859154929576,0.022568285850110725,0.03612692333735924
GO:0080164,regulation of nitric oxide metabolic process,1,11,72,34737,48.809859154929576,0.022568285850110725,0.03612692333735924
GO:0007589,body fluid secretion,1,11,73,34737,48.13055555555555,0.02287844736332719,0.03655189442031571
GO:0060411,cardiac septum morphogenesis,1,11,74,34737,47.46986301369863,0.023188519399993574,0.03675291514794188
GO:0051881,regulation of mitochondrial membrane potential,1,11,74,34737,47.46986301369863,0.023188519399993574,0.03675291514794188
GO:2000379,positive regulation of reactive oxygen species metabolic process,1,11,74,34737,47.46986301369863,0.023188519399993574,0.03675291514794188
GO:1903670,regulation of sprouting angiogenesis,1,11,75,34737,46.82702702702703,0.023498501983341812,0.03675291514794188
GO:0042116,macrophage activation,1,11,75,34737,46.82702702702703,0.023498501983341812,0.03675291514794188
GO:0045685,regulation of glial cell differentiation,1,11,75,34737,46.82702702702703,0.023498501983341812,0.03675291514794188
GO:0150116,regulation of cell-substrate junction organization,1,11,75,34737,46.82702702702703,0.023498501983341812,0.03675291514794188
GO:0051258,protein polymerization,1,11,75,34737,46.82702702702703,0.023498501983341812,0.03675291514794188
GO:0071559,response to transforming growth factor beta,1,11,75,34737,46.82702702702703,0.023498501983341812,0.03675291514794188
GO:0043401,steroid hormone receptor signaling pathway,1,11,75,34737,46.82702702702703,0.023498501983341812,0.03675291514794188
GO:0030518,nuclear receptor-mediated steroid hormone signaling pathway,1,11,75,34737,46.82702702702703,0.023498501983341812,0.03675291514794188
GO:0070925,organelle assembly,2,11,769,34737,9.838910618571635,0.023580093948074473,0.036810146659398704
GO:1990138,neuron projection extension,1,11,76,34737,46.20133333333333,0.023808395136598496,0.03702522285501439
GO:0033555,multicellular organismal response to stress,1,11,76,34737,46.20133333333333,0.023808395136598496,0.03702522285501439
GO:0060415,muscle tissue morphogenesis,1,11,77,34737,45.5921052631579,0.02411819888298486,0.03736493690583639
GO:0050772,positive regulation of axonogenesis,1,11,77,34737,45.5921052631579,0.02411819888298486,0.03736493690583639
GO:0007565,female pregnancy,1,11,78,34737,44.9987012987013,0.02442791324571675,0.0377732193478191
GO:0008361,regulation of cell size,1,11,79,34737,44.42051282051282,0.02473753824800465,0.03817982318276944
GO:0051254,positive regulation of RNA metabolic process,3,11,2100,34737,5.8349427753934195,0.0252370144266928,0.03887735932398251
GO:0046651,lymphocyte proliferation,1,11,81,34737,43.3075,0.025356520264063855,0.038914884757981674
GO:0009791,post-embryonic development,1,11,81,34737,43.3075,0.025356520264063855,0.038914884757981674
GO:0030516,regulation of axon extension,1,11,83,34737,42.24878048780488,0.025975145116739314,0.03949380800277465
GO:0032732,positive regulation of interleukin-1 production,1,11,83,34737,42.24878048780488,0.025975145116739314,0.03949380800277465
GO:2000027,regulation of animal organ morphogenesis,1,11,83,34737,42.24878048780488,0.025975145116739314,0.03949380800277465
GO:0043547,positive regulation of GTPase activity,1,11,83,34737,42.24878048780488,0.025975145116739314,0.03949380800277465
GO:1903053,regulation of extracellular matrix organization,1,11,83,34737,42.24878048780488,0.025975145116739314,0.03949380800277465
GO:0141124,intracellular signaling cassette,2,11,815,34737,9.26964602979363,0.02627792406900703,0.039595905631285476
GO:0051966,"regulation of synaptic transmission, glutamatergic",1,11,84,34737,41.73855421686747,0.026284323664777523,0.039595905631285476
GO:1903036,positive regulation of response to wounding,1,11,84,34737,41.73855421686747,0.026284323664777523,0.039595905631285476
GO:0014910,regulation of smooth muscle cell migration,1,11,84,34737,41.73855421686747,0.026284323664777523,0.039595905631285476
GO:0070098,chemokine-mediated signaling pathway,1,11,84,34737,41.73855421686747,0.026284323664777523,0.039595905631285476
GO:0006355,regulation of DNA-templated transcription,4,11,3867,34737,4.5653637069635,0.026587379377193576,0.03962370096004599
GO:0032943,mononuclear cell proliferation,1,11,85,34737,41.24047619047619,0.02659341299152231,0.03962370096004599
GO:0048704,embryonic skeletal system morphogenesis,1,11,85,34737,41.24047619047619,0.02659341299152231,0.03962370096004599
GO:0022405,hair cycle process,1,11,85,34737,41.24047619047619,0.02659341299152231,0.03962370096004599
GO:0060348,bone development,1,11,85,34737,41.24047619047619,0.02659341299152231,0.03962370096004599
GO:0022404,molting cycle process,1,11,85,34737,41.24047619047619,0.02659341299152231,0.03962370096004599
GO:2001141,regulation of RNA biosynthetic process,4,11,3879,34737,4.549456221198157,0.02686355553562308,0.039866257123695716
GO:0140962,multicellular organismal-level chemical homeostasis,1,11,86,34737,40.75411764705883,0.02690241312014674,0.039866257123695716
GO:0060390,regulation of SMAD protein signal transduction,1,11,86,34737,40.75411764705883,0.02690241312014674,0.039866257123695716
GO:0006915,apoptotic process,2,11,828,34737,9.120258272800646,0.027062644723534292,0.04003118152595127
GO:0090049,regulation of cell migration involved in sprouting angiogenesis,1,11,87,34737,40.27906976744186,0.02721132407381846,0.04010605962591622
GO:0032024,positive regulation of insulin secretion,1,11,87,34737,40.27906976744186,0.02721132407381846,0.04010605962591622
GO:0051057,positive regulation of small GTPase mediated signal transduction,1,11,90,34737,38.917977528089885,0.028137522116713866,0.041100880520485605
GO:0044703,multi-organism reproductive process,1,11,90,34737,38.917977528089885,0.028137522116713866,0.041100880520485605
GO:0035113,embryonic appendage morphogenesis,1,11,90,34737,38.917977528089885,0.028137522116713866,0.041100880520485605
GO:0030326,embryonic limb morphogenesis,1,11,90,34737,38.917977528089885,0.028137522116713866,0.041100880520485605
GO:2000177,regulation of neural precursor cell proliferation,1,11,90,34737,38.917977528089885,0.028137522116713866,0.041100880520485605
GO:0046425,regulation of receptor signaling pathway via JAK-STAT,1,11,91,34737,38.48444444444444,0.02844607660214452,0.04147752345909843
GO:2000278,regulation of DNA biosynthetic process,1,11,92,34737,38.06043956043956,0.028754542028380632,0.04185269640429779
GO:1902414,protein localization to cell junction,1,11,93,34737,37.64565217391304,0.02906291841855781,0.04222640722270033
GO:0008589,regulation of smoothened signaling pathway,1,11,94,34737,37.23978494623656,0.029371205795806262,0.042448138411606925
GO:0010660,regulation of muscle cell apoptotic process,1,11,94,34737,37.23978494623656,0.029371205795806262,0.042448138411606925
GO:0002244,hematopoietic progenitor cell differentiation,1,11,94,34737,37.23978494623656,0.029371205795806262,0.042448138411606925
GO:0045666,positive regulation of neuron differentiation,1,11,95,34737,36.84255319148936,0.029679404183250938,0.04281790585872887
GO:0010927,cellular component assembly involved in morphogenesis,1,11,97,34737,36.072916666666664,0.0302955340812019,0.04362983605356189
GO:0048863,stem cell differentiation,1,11,98,34737,35.7,0.03060346563793132,0.04368871708870474
GO:1900015,regulation of cytokine production involved in inflammatory response,1,11,98,34737,35.7,0.03060346563793132,0.04368871708870474
GO:0014013,regulation of gliogenesis,1,11,98,34737,35.7,0.03060346563793132,0.04368871708870474
GO:0051781,positive regulation of cell division,1,11,98,34737,35.7,0.03060346563793132,0.04368871708870474
GO:0016239,positive regulation of macroautophagy,1,11,98,34737,35.7,0.03060346563793132,0.04368871708870474
GO:0010564,regulation of cell cycle process,2,11,888,34737,8.487584650112867,0.03080866502493951,0.04382227068837787
GO:0042552,myelination,1,11,99,34737,35.33469387755102,0.030911308297303215,0.04382227068837787
GO:0090316,positive regulation of intracellular protein transport,1,11,99,34737,35.33469387755102,0.030911308297303215,0.04382227068837787
GO:0061387,regulation of extent of cell growth,1,11,99,34737,35.33469387755102,0.030911308297303215,0.04382227068837787
GO:0032880,regulation of protein localization,2,11,892,34737,8.448439450686642,0.03106554645749313,0.043964735297974705
GO:0044706,multi-multicellular organism process,1,11,100,34737,34.97676767676768,0.031219062082415778,0.04410568701798982
GO:0070661,leukocyte proliferation,1,11,101,34737,34.626,0.031526727016361944,0.04446355637824839
GO:0007272,ensheathment of neurons,1,11,102,34737,34.28217821782178,0.031834303122229284,0.04474305834017793
GO:0008366,axon ensheathment,1,11,102,34737,34.28217821782178,0.031834303122229284,0.04474305834017793
GO:0042476,odontogenesis,1,11,103,34737,33.94509803921569,0.03214179042309993,0.04509774368112476
GO:0051928,positive regulation of calcium ion transport,1,11,106,34737,32.97238095238095,0.03306371972647429,0.0463118540004383
GO:0120162,positive regulation of cold-induced thermogenesis,1,11,107,34737,32.660377358490564,0.03337085203807397,0.04666214866178548
GO:0141193,nuclear receptor-mediated signaling pathway,1,11,108,34737,32.354205607476636,0.03367789566000819,0.04701112397591587
GO:0001776,leukocyte homeostasis,1,11,109,34737,32.053703703703704,0.03398485061532712,0.04735878671778124
GO:0048588,developmental cell growth,1,11,111,34737,31.46909090909091,0.03459849461829367,0.04796876033519359
GO:1901655,cellular response to ketone,1,11,111,34737,31.46909090909091,0.03459849461829367,0.04796876033519359
GO:1904892,regulation of receptor signaling pathway via STAT,1,11,111,34737,31.46909090909091,0.03459849461829367,0.04796876033519359
GO:0097191,extrinsic apoptotic signaling pathway,1,11,112,34737,31.184684684684683,0.0349051837120151,0.048230473439912755
GO:0090277,positive regulation of peptide hormone secretion,1,11,112,34737,31.184684684684683,0.0349051837120151,0.048230473439912755
GO:0060562,epithelial tube morphogenesis,1,11,113,34737,30.90535714285714,0.03521178423126906,0.04832758305566794
GO:0050848,regulation of calcium-mediated signaling,1,11,113,34737,30.90535714285714,0.03521178423126906,0.04832758305566794
GO:0016049,cell growth,1,11,113,34737,30.90535714285714,0.03521178423126906,0.04832758305566794
GO:0042102,positive regulation of T cell proliferation,1,11,113,34737,30.90535714285714,0.03521178423126906,0.04832758305566794
GO:0035108,limb morphogenesis,1,11,114,34737,30.630973451327435,0.03551829619907914,0.048423277151411225
GO:0031032,actomyosin structure organization,1,11,114,34737,30.630973451327435,0.03551829619907914,0.048423277151411225
GO:0035107,appendage morphogenesis,1,11,114,34737,30.630973451327435,0.03551829619907914,0.048423277151411225
GO:0050673,epithelial cell proliferation,1,11,114,34737,30.630973451327435,0.03551829619907914,0.048423277151411225
GO:0002793,positive regulation of peptide secretion,1,11,115,34737,30.36140350877193,0.03582471963846364,0.048759768160171815
GO:0001817,regulation of cytokine production,2,11,973,34737,7.725140176221536,0.036453897217243236,0.049533700869941806
GO:0046822,regulation of nucleocytoplasmic transport,1,11,118,34737,29.58034188034188,0.03674345901616718,0.04976183687951118
GO:0071674,mononuclear cell migration,1,11,118,34737,29.58034188034188,0.03674345901616718,0.04976183687951118
GO:0001508,action potential,1,11,119,34737,29.328813559322032,0.03704952857192624,0.05009341218485234
GO:0001889,liver development,1,11,121,34737,28.838333333333335,0.03766140246618944,0.05083667857647353
GO:0051252,regulation of RNA metabolic process,4,11,4307,34737,4.040104910195545,0.03792811999769061,0.0509970036187862
GO:0043087,regulation of GTPase activity,1,11,122,34737,28.59917355371901,0.03796720685066112,0.0509970036187862
GO:0010821,regulation of mitochondrion organization,1,11,122,34737,28.59917355371901,0.03796720685066112,0.0509970036187862
GO:0022008,neurogenesis,1,11,123,34737,28.36393442622951,0.03827292289066236,0.0513233621714128
GO:0046634,regulation of alpha-beta T cell activation,1,11,124,34737,28.132520325203252,0.038578550609163605,0.051648534203430164
GO:0001667,ameboidal-type cell migration,1,11,125,34737,27.90483870967742,0.038884090029130076,0.05197252556181112
GO:0090263,positive regulation of canonical Wnt signaling pathway,1,11,126,34737,27.6808,0.03918954117352162,0.05229534205536816
GO:0032651,regulation of interleukin-1 beta production,1,11,127,34737,27.46031746031746,0.03949490406529274,0.052616989455064274
GO:0048562,embryonic organ morphogenesis,1,11,128,34737,27.243307086614173,0.03980017872739276,0.052851536037349475
GO:0034612,response to tumor necrosis factor,1,11,128,34737,27.243307086614173,0.03980017872739276,0.052851536037349475
GO:0030510,regulation of BMP signaling pathway,1,11,129,34737,27.0296875,0.040105365182765605,0.05317048414830189
GO:0032760,positive regulation of tumor necrosis factor production,1,11,131,34737,26.61230769230769,0.040715473565079034,0.05383647415416348
GO:0048878,chemical homeostasis,2,11,1034,34737,7.2553832902670115,0.040739336798810755,0.05383647415416348
GO:0003006,developmental process involved in reproduction,2,11,1041,34737,7.205004812319538,0.04124322075212241,0.05441444286328408
GO:0050768,negative regulation of neurogenesis,1,11,133,34737,26.207575757575757,0.041325229395678516,0.054434843229734346
GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,1,11,135,34737,25.81492537313433,0.04193463285792476,0.05514876153984317
GO:0002064,epithelial cell development,1,11,138,34737,25.247445255474453,0.04284807776152473,0.056259594877892824
GO:0045931,positive regulation of mitotic cell cycle,1,11,139,34737,25.06376811594203,0.043152383410376506,0.05656834876552561
GO:0051961,negative regulation of nervous system development,1,11,140,34737,24.882733812949642,0.04345660110453473,0.05678514329634091
GO:1902652,secondary alcohol metabolic process,1,11,140,34737,24.882733812949642,0.04345660110453473,0.05678514329634091
GO:0006275,regulation of DNA replication,1,11,141,34737,24.704285714285714,0.043760730866879725,0.05709135223143161
GO:0002274,myeloid leukocyte activation,1,11,142,34737,24.52836879432624,0.0440647727202866,0.05721426045268958
GO:0007160,cell-matrix adhesion,1,11,142,34737,24.52836879432624,0.0440647727202866,0.05721426045268958
GO:0007088,regulation of mitotic nuclear division,1,11,142,34737,24.52836879432624,0.0440647727202866,0.05721426045268958
GO:0008360,regulation of cell shape,1,11,143,34737,24.354929577464787,0.04436872668762517,0.057517620333561635
GO:0071456,cellular response to hypoxia,1,11,146,34737,23.84896551724138,0.04528006150184935,0.05860615555144425
GO:0050714,positive regulation of protein secretion,1,11,148,34737,23.52312925170068,0.04588717903336539,0.059298123932532205
GO:0000122,negative regulation of transcription by RNA polymerase II,2,11,1107,34737,6.761387631975867,0.04611322711489551,0.05931540948566326
GO:0099175,regulation of postsynapse organization,1,11,149,34737,23.363513513513514,0.04619060616426344,0.05931540948566326
GO:0001101,response to acid chemical,1,11,149,34737,23.363513513513514,0.04619060616426344,0.05931540948566326
GO:0009581,detection of external stimulus,1,11,149,34737,23.363513513513514,0.04619060616426344,0.05931540948566326
GO:0032652,regulation of interleukin-1 production,1,11,150,34737,23.206040268456377,0.0464939455690337,0.05961135967941938
GO:0009582,detection of abiotic stimulus,1,11,151,34737,23.050666666666668,0.04679719727050361,0.059906271310284746
GO:2000377,regulation of reactive oxygen species metabolic process,1,11,153,34737,22.746052631578948,0.047403437654826214,0.06058751875257475
GO:0036294,cellular response to decreased oxygen levels,1,11,154,34737,22.59673202614379,0.04770642638330749,0.06087965176528164
GO:0120161,regulation of cold-induced thermogenesis,1,11,155,34737,22.44935064935065,0.04800932749974574,0.06117076307600003
GO:0050671,positive regulation of lymphocyte proliferation,1,11,156,34737,22.303870967741936,0.04831214102694206,0.06146085748061991
GO:0009628,response to abiotic stimulus,2,11,1138,34737,6.570813771517997,0.04847331924001458,0.06155876346119551
GO:0032946,positive regulation of mononuclear cell proliferation,1,11,157,34737,22.16025641025641,0.048614866987692296,0.06155876346119551
GO:0009755,hormone-mediated signaling pathway,1,11,157,34737,22.16025641025641,0.048614866987692296,0.06155876346119551
GO:0033157,regulation of intracellular protein transport,1,11,158,34737,22.01847133757962,0.04891750540478699,0.06184624330929793
GO:0045667,regulation of osteoblast differentiation,1,11,161,34737,21.60375,0.049824895621964745,0.06289624169562834
GO:0030177,positive regulation of Wnt signaling pathway,1,11,164,34737,21.204294478527608,0.050731498766197494,0.063942012312403
GO:0007204,positive regulation of cytosolic calcium ion concentration,1,11,166,34737,20.946060606060605,0.051335463903075695,0.06460370688110141
GO:0009266,response to temperature stimulus,1,11,167,34737,20.819277108433734,0.05163731545197699,0.06466692112967735
GO:0050680,negative regulation of epithelial cell proliferation,1,11,168,34737,20.694011976047904,0.05193907968483865,0.06466692112967735
GO:0007605,sensory perception of sound,1,11,168,34737,20.694011976047904,0.05193907968483865,0.06466692112967735
GO:0030307,positive regulation of cell growth,1,11,168,34737,20.694011976047904,0.05193907968483865,0.06466692112967735
GO:0050796,regulation of insulin secretion,1,11,168,34737,20.694011976047904,0.05193907968483865,0.06466692112967735
GO:0032388,positive regulation of intracellular transport,1,11,168,34737,20.694011976047904,0.05193907968483865,0.06466692112967735
GO:0051147,regulation of muscle cell differentiation,1,11,168,34737,20.694011976047904,0.05193907968483865,0.06466692112967735
GO:0010508,positive regulation of autophagy,1,11,169,34737,20.570238095238096,0.05224075662439337,0.06494367616831881
GO:0071453,cellular response to oxygen levels,1,11,170,34737,20.44792899408284,0.052542346293368486,0.06521948295595663
GO:0001822,kidney development,1,11,171,34737,20.327058823529413,0.052843848714486115,0.06539526210052896
GO:0051783,regulation of nuclear division,1,11,171,34737,20.327058823529413,0.052843848714486115,0.06539526210052896
GO:0007156,homophilic cell-cell adhesion,1,11,175,34737,19.857471264367817,0.054048986374639924,0.06678560552032546
GO:0050954,sensory perception of mechanical stimulus,1,11,176,34737,19.74342857142857,0.054350052897117765,0.06705632469056158
GO:0070665,positive regulation of leukocyte proliferation,1,11,177,34737,19.630681818181817,0.05465103230796036,0.06732612112637286
GO:0097193,intrinsic apoptotic signaling pathway,1,11,184,34737,18.875956284153006,0.05675545096297807,0.0698134720116031
GO:1903034,regulation of response to wounding,1,11,191,34737,18.17684210526316,0.05885561003228638,0.07228812163124664
GO:0071222,cellular response to lipopolysaccharide,1,11,192,34737,18.081151832460733,0.059155285487900465,0.07254726166282247
GO:0050806,positive regulation of synaptic transmission,1,11,193,34737,17.986458333333335,0.05945487419421493,0.0728055195971075
GO:0043270,positive regulation of monoatomic ion transport,1,11,194,34737,17.892746113989638,0.059754376173831156,0.07295385031372222
GO:0042129,regulation of T cell proliferation,1,11,194,34737,17.892746113989638,0.059754376173831156,0.07295385031372222
GO:0048608,reproductive structure development,1,11,195,34737,17.8,0.0600537914493454,0.07321013622289797
GO:0031589,cell-substrate adhesion,1,11,197,34737,17.617346938775512,0.0606523619784264,0.07382980967016785
GO:0051302,regulation of cell division,1,11,198,34737,17.52741116751269,0.06095151727715939,0.07408371639333786
GO:0007186,G protein-coupled receptor signaling pathway,2,11,1299,34737,5.72757645849396,0.061436086614791365,0.07456189740489516
GO:0090276,regulation of peptide hormone secretion,1,11,200,34737,17.350251256281407,0.061549568055886655,0.07458895802920783
GO:0001501,skeletal system development,1,11,202,34737,17.176616915422887,0.06214727256006978,0.07520187715109035
GO:0001708,cell fate specification,1,11,203,34737,17.09108910891089,0.06244599501560303,0.07545173400703586
GO:0016241,regulation of macroautophagy,1,11,204,34737,17.0064039408867,0.06274463097016458,0.07547810019646269
GO:0002791,regulation of peptide secretion,1,11,204,34737,17.0064039408867,0.06274463097016458,0.07547810019646269
GO:0030522,intracellular receptor signaling pathway,1,11,204,34737,17.0064039408867,0.06274463097016458,0.07547810019646269
GO:0006357,regulation of transcription by RNA polymerase II,3,11,3006,34737,3.9614135864135864,0.06305884978312261,0.07574469768369206
GO:0090087,regulation of peptide transport,1,11,206,34737,16.83951219512195,0.06334164346654307,0.07597282163582439
GO:0071219,cellular response to molecule of bacterial origin,1,11,209,34737,16.595192307692308,0.06423651401725132,0.07693333596795253
GO:0009612,response to mechanical stimulus,1,11,210,34737,16.51531100478469,0.06453463143922221,0.07717738087322189
GO:0045944,positive regulation of transcription by RNA polymerase II,2,11,1350,34737,5.502472799208705,0.06577580272335162,0.07854687098934544
GO:0032680,regulation of tumor necrosis factor production,1,11,215,34737,16.127102803738318,0.06602392385003646,0.07872823572788604
GO:1903828,negative regulation of protein localization,1,11,218,34737,15.902764976958526,0.06691646434708905,0.07967637239580617
GO:0050769,positive regulation of neurogenesis,1,11,219,34737,15.829357798165137,0.06721380548942177,0.07991408850341135
GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,1,11,221,34737,15.684545454545454,0.06780822937386172,0.08050381948885178
GO:0060326,cell chemotaxis,1,11,225,34737,15.402678571428572,0.06899604417055125,0.08179531033552308
GO:0048872,homeostasis of number of cells,1,11,230,34737,15.064192139737992,0.07047887769472014,0.08343230384121718
GO:0022408,negative regulation of cell-cell adhesion,1,11,231,34737,14.998260869565218,0.07077518662755578,0.08366199806552113
GO:0045664,regulation of neuron differentiation,1,11,233,34737,14.868103448275862,0.07136754690048608,0.0842404810455954
GO:0071216,cellular response to biotic stimulus,1,11,235,34737,14.74017094017094,0.071959563865723,0.08481689227977149
GO:0050900,leukocyte migration,1,11,242,34737,14.309128630705395,0.07402892228069587,0.08713044377785499
GO:0007420,brain development,1,11,246,34737,14.073877551020407,0.07520952854800368,0.08826598902764278
GO:0022604,regulation of cell morphogenesis,1,11,246,34737,14.073877551020407,0.07520952854800368,0.08826598902764278
GO:0051924,regulation of calcium ion transport,1,11,253,34737,13.68015873015873,0.07727229722758566,0.09055693285410468
GO:0043207,response to external biotic stimulus,2,11,1484,34737,4.9848553006447744,0.07767179048372297,0.09089488500098053
GO:0051222,positive regulation of protein transport,1,11,257,34737,13.46484375,0.07844914333332358,0.09141224963911493
GO:0050670,regulation of lymphocyte proliferation,1,11,257,34737,13.46484375,0.07844914333332358,0.09141224963911493
GO:0030099,myeloid cell differentiation,1,11,257,34737,13.46484375,0.07844914333332358,0.09141224963911493
GO:0032944,regulation of mononuclear cell proliferation,1,11,259,34737,13.35968992248062,0.07903705455081098,0.09196630245030352
GO:1902115,regulation of organelle assembly,1,11,264,34737,13.103802281368822,0.08050534116965258,0.093541717438602
GO:0009607,response to biotic stimulus,2,11,1523,34737,4.851340492366133,0.08126130646127055,0.09428616834797066
GO:0032535,regulation of cellular component size,1,11,268,34737,12.905992509363296,0.08167843789555965,0.09463592379400537
GO:0050708,regulation of protein secretion,1,11,270,34737,12.809293680297397,0.08226447589103891,0.09518011496304078
GO:0008202,steroid metabolic process,1,11,273,34737,12.666911764705882,0.08314289542453508,0.0960605769170476
GO:0050870,positive regulation of T cell activation,1,11,275,34737,12.573722627737226,0.08372808373261423,0.09660024329094279
GO:0009410,response to xenobiotic stimulus,1,11,277,34737,12.481884057971014,0.08431293247630145,0.097137998261429
GO:0007507,heart development,1,11,279,34737,12.39136690647482,0.0848974418329408,0.09767385009753246
GO:0045892,negative regulation of DNA-templated transcription,2,11,1574,34737,4.686740175289794,0.08603716343250274,0.09884606697722927
GO:1902679,negative regulation of RNA biosynthetic process,2,11,1583,34737,4.6587954178087,0.08688935548671137,0.09932594071748282
GO:0010721,negative regulation of cell development,1,11,286,34737,12.084561403508772,0.08694055446664756,0.09932594071748282
GO:0140694,membraneless organelle assembly,1,11,286,34737,12.084561403508772,0.08694055446664756,0.09932594071748282
GO:0070663,regulation of leukocyte proliferation,1,11,286,34737,12.084561403508772,0.08694055446664756,0.09932594071748282
GO:0007611,learning or memory,1,11,289,34737,11.957638888888889,0.08781490401169441,0.10018492535783267
GO:0060828,regulation of canonical Wnt signaling pathway,1,11,290,34737,11.915916955017302,0.08810618466821643,0.10037724102869226
GO:1904951,positive regulation of establishment of protein localization,1,11,293,34737,11.792465753424658,0.08897951937168239,0.10123121953551625
GO:1903039,positive regulation of leukocyte cell-cell adhesion,1,11,298,34737,11.592255892255892,0.09043338764878428,0.10259987669445984
GO:0001666,response to hypoxia,1,11,298,34737,11.592255892255892,0.09043338764878428,0.10259987669445984
GO:0097190,apoptotic signaling pathway,1,11,300,34737,11.514046822742475,0.09101434412786816,0.10311597437201683
GO:0007015,actin filament organization,1,11,306,34737,11.285573770491803,0.09275519014929422,0.10494293989228584
GO:0050878,regulation of body fluid levels,1,11,307,34737,11.248366013071895,0.0930450363027129,0.10512546919284413
GO:0032386,regulation of intracellular transport,1,11,308,34737,11.211400651465798,0.09333479827194524,0.10530739998131201
GO:0036293,response to decreased oxygen levels,1,11,310,34737,11.138187702265371,0.0939140697458715,0.10566947600016904
GO:0003012,muscle system process,1,11,310,34737,11.138187702265371,0.0939140697458715,0.10566947600016904
GO:0080134,regulation of response to stress,2,11,1668,34737,4.409763905562225,0.09507175302631617,0.10682512908726184
GO:0006066,alcohol metabolic process,1,11,323,34737,10.684472049689441,0.09767114066024997,0.10959532655704317
GO:0051253,negative regulation of RNA metabolic process,2,11,1715,34737,4.282674969189856,0.09969636023913928,0.11171455161043278
GO:0051056,regulation of small GTPase mediated signal transduction,1,11,332,34737,10.391238670694865,0.10026388741784249,0.11219679877947354
GO:0007162,negative regulation of cell adhesion,1,11,337,34737,10.235119047619047,0.10170137401660252,0.1136498961005203
GO:0070482,response to oxygen levels,1,11,339,34737,10.17396449704142,0.10227578381955581,0.11413586789140061
GO:0050890,cognition,1,11,341,34737,10.113529411764706,0.10284985969245072,0.11462014336297642
GO:0010467,gene expression,1,11,347,34737,9.936416184971097,0.10457008547763696,0.11637868016422726
GO:0051251,positive regulation of lymphocyte activation,1,11,353,34737,9.76534090909091,0.10628731217755114,0.11812910511037612
GO:0006935,chemotaxis,1,11,358,34737,9.627170868347338,0.10771604685536493,0.11955458117732498
GO:0050767,regulation of neurogenesis,1,11,359,34737,9.6,0.10800154449882725,0.1197090289973451
GO:0042330,taxis,1,11,360,34737,9.572980501392758,0.10828695909567732,0.11986296690157516
