feature,weight,abs_weight,direction
log_faers,4.526427969189077,4.526427969189077,↑ High-signal
n_proteins,0.2021531514620102,0.2021531514620102,↑ High-signal
mean_path_score,-0.20200681278140425,0.20200681278140425,↓ Low-signal
max_path_score,-0.08684271583976175,0.08684271583976175,↓ Low-signal
theme_specificity,-0.03794004669767887,0.03794004669767887,↓ Low-signal
path_count,0.024154982320147678,0.024154982320147678,↑ High-signal
go_overlap_ratio,0.0012171582253798572,0.0012171582253798572,↑ High-signal
has_direct_maps_to,0.0012171582253798572,0.0012171582253798572,↑ High-signal
