uniprot_id,go_id,aspect,evidence_code,assigned_by
P20815,GO:0008202,P,IEA,UniProt
P20815,GO:0008202,P,IDA,BHF-UCL
P20815,GO:0008202,P,TAS,PINC
P20815,GO:0008210,P,IEA,UniProt
P20815,GO:0008210,P,IDA,UniProt
P20815,GO:0009822,P,IEA,UniProt
P20815,GO:0009822,P,IDA,BHF-UCL
P20815,GO:0042178,P,IEA,UniProt
P20815,GO:0042178,P,IDA,BHF-UCL
P20815,GO:0042572,P,IEA,UniProt
P20815,GO:0042573,P,IEA,UniProt
P20815,GO:0042573,P,IDA,UniProt
P20815,GO:0046222,P,IEA,UniProt
P20815,GO:0046222,P,TAS,Reactome
P20815,GO:0070989,P,IEA,UniProt
P20815,GO:0070989,P,IDA,BHF-UCL
P21802,GO:0008284,P,IGI,MGI
P21802,GO:0008543,P,IPI,MGI
P21802,GO:0008543,P,IGI,MGI
P21802,GO:0000122,P,ISS,UniProt
P21802,GO:0001525,P,ISS,UniProt
P21802,GO:0001657,P,ISS,UniProt
P21802,GO:0001701,P,ISS,UniProt
P21802,GO:0001837,P,IEA,Ensembl
P21802,GO:0002053,P,ISS,UniProt
P21802,GO:0003148,P,ISS,UniProt
P21802,GO:0003149,P,ISS,UniProt
P21802,GO:0003416,P,IEA,Ensembl
P21802,GO:0006915,P,IEA,UniProt
P21802,GO:0007267,P,ISS,UniProt
P21802,GO:0007409,P,ISS,UniProt
P21802,GO:0008284,P,IEA,InterPro
P21802,GO:0008284,P,IEA,UniProt
P21802,GO:0008284,P,IMP,UniProt
P21802,GO:0008284,P,IDA,UniProt
P21802,GO:0008543,P,IEA,InterPro
P21802,GO:0008543,P,IEA,Ensembl
P21802,GO:0008543,P,IDA,UniProt
P21802,GO:0008589,P,ISS,UniProt
P21802,GO:0009791,P,ISS,UniProt
P21802,GO:0009880,P,ISS,UniProt
P21802,GO:0009887,P,ISS,UniProt
P21802,GO:0010518,P,IMP,UniProt
P21802,GO:0010839,P,IMP,BHF-UCL
P21802,GO:0016331,P,ISS,UniProt
P21802,GO:0018108,P,IDA,UniProt
P21802,GO:0021769,P,ISS,UniProt
P21802,GO:0021847,P,ISS,UniProt
P21802,GO:0021860,P,ISS,UniProt
P21802,GO:0022612,P,ISS,UniProt
P21802,GO:0030177,P,ISS,UniProt
P21802,GO:0030282,P,ISS,UniProt
P21802,GO:0030324,P,ISS,UniProt
P21802,GO:0030855,P,ISS,UniProt
P21802,GO:0030901,P,ISS,UniProt
P21802,GO:0030916,P,ISS,UniProt
P21802,GO:0031069,P,ISS,UniProt
P21802,GO:0032496,P,IEA,Ensembl
P21802,GO:0032808,P,ISS,UniProt
P21802,GO:0033688,P,IEA,UniProt
P21802,GO:0033688,P,TAS,UniProt
P21802,GO:0035265,P,ISS,UniProt
P21802,GO:0035602,P,ISS,UniProt
P21802,GO:0035603,P,ISS,UniProt
P21802,GO:0035604,P,ISS,UniProt
P21802,GO:0035607,P,ISS,UniProt
P21802,GO:0042472,P,ISS,UniProt
P21802,GO:0042476,P,ISS,UniProt
P21802,GO:0043009,P,IEA,UniProt
P21802,GO:0043410,P,IEA,UniProt
P21802,GO:0043410,P,IMP,UniProt
P21802,GO:0044344,P,IEA,Ensembl
P21802,GO:0045165,P,ISS,UniProt
P21802,GO:0045471,P,IEA,Ensembl
P21802,GO:0045595,P,IEA,UniProt
P21802,GO:0045667,P,TAS,UniProt
P21802,GO:0045787,P,ISS,UniProt
P21802,GO:0045944,P,ISS,UniProt
P21802,GO:0046777,P,IDA,UniProt
P21802,GO:0048286,P,ISS,UniProt
P21802,GO:0048333,P,IEA,Ensembl
P21802,GO:0048557,P,ISS,UniProt
P21802,GO:0048562,P,ISS,UniProt
P21802,GO:0048562,P,IEA,UniProt
P21802,GO:0048565,P,ISS,UniProt
P21802,GO:0048568,P,ISS,UniProt
P21802,GO:0048608,P,ISS,UniProt
P21802,GO:0048701,P,IMP,BHF-UCL
P21802,GO:0048705,P,IEA,UniProt
P21802,GO:0048705,P,TAS,UniProt
P21802,GO:0048730,P,ISS,UniProt
P21802,GO:0048755,P,ISS,UniProt
P21802,GO:0048762,P,ISS,UniProt
P21802,GO:0050679,P,ISS,UniProt
P21802,GO:0050680,P,IEA,Ensembl
P21802,GO:0050680,P,IEA,UniProt
P21802,GO:0051150,P,ISS,UniProt
P21802,GO:0051781,P,ISS,UniProt
P21802,GO:0055010,P,ISS,UniProt
P21802,GO:0060045,P,ISS,UniProt
P21802,GO:0060174,P,ISS,UniProt
P21802,GO:0060348,P,ISS,UniProt
P21802,GO:0060349,P,ISS,UniProt
P21802,GO:0060442,P,ISS,UniProt
P21802,GO:0060445,P,ISS,UniProt
P21802,GO:0060449,P,ISS,UniProt
P21802,GO:0060463,P,ISS,UniProt
P21802,GO:0060484,P,ISS,UniProt
P21802,GO:0060501,P,ISS,UniProt
P21802,GO:0060512,P,ISS,UniProt
P21802,GO:0060523,P,ISS,UniProt
P21802,GO:0060527,P,ISS,UniProt
P21802,GO:0060529,P,ISS,UniProt
P21802,GO:0060601,P,ISS,UniProt
P21802,GO:0060615,P,ISS,UniProt
P21802,GO:0060664,P,ISS,UniProt
P21802,GO:0060667,P,ISS,UniProt
P21802,GO:0060670,P,ISS,UniProt
P21802,GO:0060688,P,ISS,UniProt
P21802,GO:0060915,P,ISS,UniProt
P21802,GO:0060916,P,ISS,UniProt
P21802,GO:0070372,P,ISS,UniProt
P21802,GO:0070374,P,ISS,UniProt
P21802,GO:0071300,P,IEA,Ensembl
P21802,GO:0071456,P,IEA,Ensembl
P21802,GO:0071560,P,IEA,Ensembl
P21802,GO:0090263,P,ISS,UniProt
P21802,GO:1904707,P,IEA,Ensembl
P21802,GO:1904888,P,IEA,UniProt
P23458,GO:0046677,P,IDA,MGI
P23458,GO:0006468,P,TAS,PINC
P23458,GO:0006468,P,IMP,UniProt
P23458,GO:0007259,P,IEA,UniProt
P23458,GO:0007259,P,NAS,ARUK-UCL
P23458,GO:0007259,P,IMP,UniProt
P23458,GO:0007259,P,IDA,UniProt
P23458,GO:0007259,P,TAS,UniProt
P23458,GO:0007259,P,IDA,ComplexPortal
P23458,GO:0019221,P,IEA,UniProt
P23458,GO:0019221,P,TAS,Reactome
P23458,GO:0022407,P,IEA,UniProt
P23458,GO:0034112,P,IMP,ARUK-UCL
P23458,GO:0035556,P,IEA,InterPro
P23458,GO:0035556,P,TAS,PINC
P23458,GO:0035723,P,IDA,UniProt
P23458,GO:0035771,P,NAS,ARUK-UCL
P23458,GO:0035771,P,IDA,UniProt
P23458,GO:0038043,P,NAS,ComplexPortal
P23458,GO:0038110,P,IDA,UniProt
P23458,GO:0038110,P,TAS,Reactome
P23458,GO:0038111,P,IC,UniProt
P23458,GO:0038113,P,IDA,UniProt
P23458,GO:0038154,P,IDA,UniProt
P23458,GO:0051239,P,IEA,UniProt
P23458,GO:0060333,P,IDA,UniProt
P23458,GO:0060333,P,TAS,Reactome
P23458,GO:0060337,P,IDA,UniProt
P23458,GO:0060337,P,TAS,Reactome
P23458,GO:0070102,P,IDA,UniProt
P23458,GO:0070102,P,TAS,Reactome
P23458,GO:0072540,P,TAS,UniProt
P23458,GO:0098761,P,IEA,UniProt
P23458,GO:0140105,P,IDA,UniProt
P23458,GO:0150105,P,IMP,ARUK-UCL
P23458,GO:1900182,P,IDA,UniProt
P23458,GO:1903672,P,IGI,BHF-UCL
P35968,GO:0001541,P,IEA,Ensembl
P35968,GO:0001569,P,IMP,BHF-UCL
P35968,GO:0001570,P,IEA,Ensembl
P35968,GO:0001945,P,IEA,Ensembl
P35968,GO:0002053,P,IEA,Ensembl
P35968,GO:0016239,P,IGI,MGI
P35968,GO:0016477,P,IEA,Ensembl
P35968,GO:0030097,P,IEA,Ensembl
P35968,GO:0030324,P,IEA,Ensembl
P35968,GO:0043129,P,IEA,Ensembl
P35968,GO:0045165,P,IEA,Ensembl
P35968,GO:0045446,P,IEA,Ensembl
P35968,GO:0048010,P,IEA,Ensembl
P35968,GO:0048286,P,IEA,Ensembl
P35968,GO:0048469,P,IEA,Ensembl
P35968,GO:0048597,P,IEA,Ensembl
P35968,GO:0048754,P,IEA,Ensembl
P35968,GO:0050679,P,IEA,Ensembl
P35968,GO:0051901,P,IGI,MGI
P35968,GO:0055074,P,IEA,Ensembl
P35968,GO:0090141,P,IGI,MGI
P35968,GO:0141150,P,IDA,UniProt
P35968,GO:0141150,P,IMP,UniProt
P35968,GO:1901532,P,IEA,Ensembl
P35968,GO:1903010,P,IEA,Ensembl
P35968,GO:0001525,P,IEA,UniProt
P35968,GO:0001525,P,TAS,BHF-UCL
P35968,GO:0001570,P,ISS,UniProt
P35968,GO:0001934,P,IDA,UniProt
P35968,GO:0001938,P,IEA,UniProt
P35968,GO:0001938,P,IMP,BHF-UCL
P35968,GO:0001938,P,IMP,UniProt
P35968,GO:0001944,P,IEA,UniProt
P35968,GO:0003157,P,IEA,Ensembl
P35968,GO:0003158,P,ISS,UniProt
P35968,GO:0003158,P,IEA,Ensembl
P35968,GO:0007169,P,IEA,InterPro
P35968,GO:0007169,P,TAS,PINC
P35968,GO:0008284,P,IDA,BHF-UCL
P35968,GO:0008360,P,IDA,BHF-UCL
P35968,GO:0010595,P,IEA,UniProt
P35968,GO:0010595,P,IMP,BHF-UCL
P35968,GO:0010629,P,IDA,BHF-UCL
P35968,GO:0018108,P,IDA,UniProt
P35968,GO:0030154,P,IEA,UniProt
P35968,GO:0030335,P,IDA,BHF-UCL
P35968,GO:0030513,P,IEA,Ensembl
P35968,GO:0035162,P,ISS,UniProt
P35968,GO:0035162,P,IEA,Ensembl
P35968,GO:0035924,P,IDA,UniProt
P35968,GO:0035924,P,IDA,BHF-UCL
P35968,GO:0036324,P,IMP,UniProt
P35968,GO:0036324,P,IMP,BHF-UCL
P35968,GO:0038084,P,IEA,Ensembl
P35968,GO:0038084,P,IMP,BHF-UCL
P35968,GO:0038084,P,IDA,BHF-UCL
P35968,GO:0043066,P,IEA,UniProt
P35968,GO:0043410,P,IDA,UniProt
P35968,GO:0043524,P,IEA,Ensembl
P35968,GO:0043536,P,IMP,BHF-UCL
P35968,GO:0045766,P,IEA,Ensembl
P35968,GO:0045766,P,IEA,UniProt
P35968,GO:0045766,P,IDA,UniProt
P35968,GO:0045766,P,IMP,BHF-UCL
P35968,GO:0046777,P,IDA,UniProt
P35968,GO:0048010,P,IEA,InterPro
P35968,GO:0048010,P,IEA,UniProt
P35968,GO:0048010,P,IDA,UniProt
P35968,GO:0048010,P,IDA,BHF-UCL
P35968,GO:0048010,P,IMP,UniProt
P35968,GO:0048010,P,TAS,Reactome
P35968,GO:0050927,P,IDA,BHF-UCL
P35968,GO:0051894,P,IDA,BHF-UCL
P35968,GO:0051897,P,IMP,BHF-UCL
P35968,GO:0051897,P,IDA,UniProt
P35968,GO:0060562,P,IEA,UniProt
P35968,GO:0061042,P,IMP,BHF-UCL
P35968,GO:0070374,P,IEA,UniProt
P35968,GO:0070374,P,IMP,BHF-UCL
P35968,GO:0071526,P,IEA,Ensembl
P35968,GO:0090050,P,ISS,BHF-UCL
P35968,GO:0090050,P,IEA,Ensembl
P35968,GO:0090050,P,IMP,BHF-UCL
P35968,GO:1904881,P,IDA,BHF-UCL
P35968,GO:2000352,P,IDA,UniProt
P35968,GO:2001028,P,IDA,BHF-UCL
P35968,GO:2001214,P,ISS,UniProt
P35968,GO:2001214,P,IEA,Ensembl
P36888,GO:0030097,P,IDA,MGI
P36888,GO:0001776,P,ISS,UniProt
P36888,GO:0002318,P,ISS,UniProt
P36888,GO:0002328,P,ISS,UniProt
P36888,GO:0007166,P,IEA,UniProt
P36888,GO:0007169,P,IEA,InterPro
P36888,GO:0007169,P,TAS,PINC
P36888,GO:0008284,P,TAS,UniProt
P36888,GO:0008284,P,TAS,PINC
P36888,GO:0010604,P,IEA,UniProt
P36888,GO:0018108,P,TAS,UniProt
P36888,GO:0019221,P,ISS,UniProt
P36888,GO:0019221,P,TAS,Reactome
P36888,GO:0030097,P,IEA,UniProt
P36888,GO:0030183,P,ISS,UniProt
P36888,GO:0035726,P,ISS,UniProt
P36888,GO:0038084,P,IEA,GOC
P36888,GO:0042531,P,TAS,UniProt
P36888,GO:0042981,P,TAS,UniProt
P36888,GO:0043406,P,TAS,UniProt
P36888,GO:0043410,P,TAS,UniProt
P36888,GO:0046651,P,ISS,UniProt
P36888,GO:0046777,P,TAS,UniProt
P36888,GO:0051897,P,TAS,UniProt
P36888,GO:0071345,P,ISS,UniProt
P36888,GO:0071345,P,TAS,UniProt
P36888,GO:0071385,P,IEA,Ensembl
P36888,GO:0097028,P,ISS,UniProt
P36888,GO:0097421,P,IEA,Ensembl
Q08345,GO:0001558,P,IEA,Ensembl
Q08345,GO:0001952,P,IEA,Ensembl
Q08345,GO:0007566,P,IEA,Ensembl
Q08345,GO:0008285,P,IEA,Ensembl
Q08345,GO:0038063,P,IEA,Ensembl
Q08345,GO:0043583,P,IEA,Ensembl
Q08345,GO:0060444,P,IEA,Ensembl
Q08345,GO:0060749,P,IEA,Ensembl
Q08345,GO:0061564,P,IEA,Ensembl
Q08345,GO:1990138,P,IEA,Ensembl
Q08345,GO:0007155,P,TAS,PINC
Q08345,GO:0007169,P,IEA,InterPro
Q08345,GO:0007565,P,IEA,UniProt
Q08345,GO:0007595,P,IEA,UniProt
Q08345,GO:0010715,P,IEA,Ensembl
Q08345,GO:0010715,P,IMP,UniProt
Q08345,GO:0014909,P,IEA,Ensembl
Q08345,GO:0014909,P,IMP,UniProt
Q08345,GO:0038063,P,IMP,UniProt
Q08345,GO:0038063,P,IDA,UniProt
Q08345,GO:0038083,P,IDA,UniProt
Q08345,GO:0044319,P,IEA,Ensembl
Q08345,GO:0044319,P,IMP,UniProt
Q08345,GO:0046777,P,IDA,UniProt
Q08345,GO:0061302,P,IEA,Ensembl
Q08345,GO:0061302,P,IMP,UniProt
Q16288,GO:0043410,P,IDA,BHF-UCL
Q16288,GO:0019227,P,IEA,Ensembl
Q16288,GO:0022011,P,IEA,Ensembl
Q16288,GO:0042490,P,IEA,Ensembl
Q16288,GO:0043065,P,IEA,Ensembl
Q16288,GO:0048691,P,IEA,Ensembl
Q16288,GO:0051965,P,IEA,Ensembl
Q16288,GO:0070306,P,IEA,Ensembl
Q16288,GO:0001764,P,IEA,Ensembl
Q16288,GO:0007154,P,IEA,UniProt
Q16288,GO:0007169,P,IEA,InterPro
Q16288,GO:0007169,P,IDA,BHF-UCL
Q16288,GO:0007169,P,TAS,PINC
Q16288,GO:0007399,P,IEA,UniProt
Q16288,GO:0007507,P,IMP,UniProt
Q16288,GO:0007623,P,IEA,Ensembl
Q16288,GO:0008284,P,IDA,BHF-UCL
Q16288,GO:0010628,P,IDA,BHF-UCL
Q16288,GO:0010976,P,IEA,Ensembl
Q16288,GO:0030154,P,IEA,UniProt
Q16288,GO:0030335,P,IDA,BHF-UCL
Q16288,GO:0038179,P,IEA,GOC
Q16288,GO:0045471,P,IEA,Ensembl
Q16288,GO:0048013,P,IEA,GOC
Q16288,GO:0048513,P,IEA,UniProt
Q16288,GO:0048665,P,IEA,Ensembl
Q16288,GO:0048678,P,IEA,Ensembl
Q16288,GO:0048712,P,IEA,Ensembl
Q16288,GO:0048731,P,IEA,UniProt
Q16288,GO:0050927,P,IDA,BHF-UCL
Q16288,GO:0051412,P,IEA,Ensembl
Q16288,GO:0051897,P,TAS,BHF-UCL
Q16288,GO:0051897,P,IDA,BHF-UCL
Q16288,GO:0071300,P,IEA,Ensembl
Q16288,GO:0090102,P,IEA,Ensembl
Q16288,GO:0097107,P,IEA,Ensembl
Q16288,GO:1905606,P,IEA,Ensembl
Q16288,GO:2000177,P,IEA,Ensembl
Q4U2R8,GO:0006820,P,IEA,Ensembl
Q4U2R8,GO:0015711,P,IEA,Ensembl
Q4U2R8,GO:0015711,P,IDA,UniProt
Q4U2R8,GO:0015711,P,IMP,UniProt
Q4U2R8,GO:0015732,P,IEA,Ensembl
Q4U2R8,GO:0015732,P,IDA,UniProt
Q4U2R8,GO:0015742,P,IDA,UniProt
Q4U2R8,GO:0042908,P,IEA,UniProt
Q4U2R8,GO:0043252,P,IEA,Ensembl
Q4U2R8,GO:0043252,P,IDA,UniProt
Q4U2R8,GO:0055085,P,IEA,InterPro
Q4U2R8,GO:0055085,P,IEA,GOC
Q4U2R8,GO:0072237,P,IEA,Ensembl
Q4U2R8,GO:0097254,P,IEA,Ensembl
Q4U2R8,GO:0097254,P,NAS,UniProt
Q4U2R8,GO:0097254,P,IMP,UniProt
Q86VL8,GO:0015695,P,IDA,UniProt
Q86VL8,GO:0055085,P,IEA,InterPro
Q86VL8,GO:0055085,P,TAS,Reactome
Q86VL8,GO:1902600,P,IEA,GOC
Q86VL8,GO:1990961,P,IEA,InterPro
Q96FL8,GO:0006855,P,IEA,Ensembl
Q96FL8,GO:0015695,P,IDA,UniProt
Q96FL8,GO:0015847,P,IDA,UniProt
Q96FL8,GO:0042908,P,IMP,ARUK-UCL
Q96FL8,GO:0055085,P,IEA,InterPro
Q96FL8,GO:0055085,P,TAS,Reactome
Q96FL8,GO:0071934,P,IEA,GOC
Q96FL8,GO:0089718,P,IMP,ARUK-UCL
Q96FL8,GO:0097638,P,IMP,ARUK-UCL
Q96FL8,GO:0098655,P,IEA,Ensembl
Q96FL8,GO:1902475,P,IMP,ARUK-UCL
Q96FL8,GO:1902600,P,IEA,GOC
Q96FL8,GO:1903826,P,IEA,GOC
Q96FL8,GO:1990961,P,IEA,InterPro
Q96FL8,GO:1990961,P,IDA,UniProt
Q9NPD5,GO:0006805,P,TAS,Reactome
Q9NPD5,GO:0006811,P,IEA,UniProt
Q9NPD5,GO:0006869,P,IEA,UniProt
Q9NPD5,GO:0015711,P,TAS,PINC
Q9NPD5,GO:0015721,P,TAS,Reactome
Q9NPD5,GO:0042167,P,TAS,Reactome
Q9NPD5,GO:0043252,P,TAS,Reactome
Q9NPD5,GO:0055085,P,IEA,InterPro
Q9UNQ0,GO:0006869,P,IEA,UniProt
Q9UNQ0,GO:0015711,P,ISS,ARUK-UCL
Q9UNQ0,GO:0015711,P,IEA,UniProt
Q9UNQ0,GO:0015747,P,IEA,GOC
Q9UNQ0,GO:0015878,P,ISS,UniProt
Q9UNQ0,GO:0030148,P,TAS,Reactome
Q9UNQ0,GO:0032218,P,IDA,UniProt
Q9UNQ0,GO:0046415,P,IMP,UniProt
Q9UNQ0,GO:0046415,P,IMP,BHF-UCL
Q9UNQ0,GO:0055085,P,IMP,UniProt
Q9UNQ0,GO:0070633,P,IDA,ARUK-UCL
Q9UNQ0,GO:0097744,P,IMP,UniProt
Q9UNQ0,GO:0140115,P,ISS,ARUK-UCL
Q9UNQ0,GO:0150104,P,NAS,ARUK-UCL
Q9UNQ0,GO:1990748,P,IDA,GO_Central
Q9UNQ0,GO:1990962,P,IC,ARUK-UCL
Q9UNQ0,GO:1990962,P,IDA,ARUK-UCL
Q9Y6L6,GO:0006805,P,TAS,Reactome
Q9Y6L6,GO:0006811,P,IEA,UniProt
Q9Y6L6,GO:0006869,P,IEA,UniProt
Q9Y6L6,GO:0015711,P,TAS,PINC
Q9Y6L6,GO:0015721,P,TAS,Reactome
Q9Y6L6,GO:0015732,P,IEA,GOC
Q9Y6L6,GO:0042167,P,TAS,Reactome
Q9Y6L6,GO:0043252,P,TAS,Reactome
Q9Y6L6,GO:0055085,P,IEA,InterPro
Q9Y6L6,GO:0070327,P,IEA,GOC
Q08345,GO:0010976,P,IBA,GO_Central
Q16288,GO:1990090,P,IBA,GO_Central
P05177,GO:0006706,P,IBA,GO_Central
P04629,GO:0051897,P,IBA,GO_Central
P11712,GO:0019373,P,IBA,GO_Central
Q16288,GO:0051897,P,IBA,GO_Central
Q9NPD5,GO:0043252,P,IBA,GO_Central
P05177,GO:0042178,P,IBA,GO_Central
O60674,GO:0030218,P,IBA,GO_Central
P23458,GO:0019221,P,IBA,GO_Central
P36888,GO:0019221,P,IBA,GO_Central
P11362,GO:0043410,P,IBA,GO_Central
P10632,GO:0019373,P,IBA,GO_Central
Q96FL8,GO:0015695,P,IBA,GO_Central
P20815,GO:0008202,P,IBA,GO_Central
P36888,GO:0007169,P,IBA,GO_Central
O60674,GO:0060397,P,IBA,GO_Central
P10635,GO:0019369,P,IBA,GO_Central
P05177,GO:0009404,P,IBA,GO_Central
P08183,GO:0099040,P,IBA,GO_Central
P23458,GO:0030154,P,IBA,GO_Central
P20815,GO:0070989,P,IBA,GO_Central
Q9UNQ0,GO:0055085,P,IBA,GO_Central
P11362,GO:0008543,P,IBA,GO_Central
P23458,GO:0035556,P,IBA,GO_Central
Q9Y6L6,GO:0015721,P,IBA,GO_Central
O95342,GO:0055085,P,IBA,GO_Central
P35968,GO:0045766,P,IBA,GO_Central
P07949,GO:0007169,P,IBA,GO_Central
P09619,GO:0007169,P,IBA,GO_Central
O60674,GO:0035556,P,IBA,GO_Central
Q9NPD5,GO:0015721,P,IBA,GO_Central
P36888,GO:0008284,P,IBA,GO_Central
P21802,GO:0001525,P,IBA,GO_Central
Q16288,GO:0007169,P,IBA,GO_Central
P35968,GO:0030335,P,IBA,GO_Central
P21802,GO:0008543,P,IBA,GO_Central
O60674,GO:0019221,P,IBA,GO_Central
P08183,GO:0045332,P,IBA,GO_Central
P35968,GO:0045446,P,IBA,GO_Central
P36888,GO:0016477,P,IBA,GO_Central
P11362,GO:0045597,P,IBA,GO_Central
P23458,GO:0007259,P,IBA,GO_Central
P35968,GO:0016477,P,IBA,GO_Central
P04629,GO:0038180,P,IBA,GO_Central
Q4U2R8,GO:0015711,P,IBA,GO_Central
O60674,GO:0042981,P,IBA,GO_Central
Q08345,GO:0007169,P,IBA,GO_Central
P08684,GO:0008202,P,IBA,GO_Central
P21802,GO:0008284,P,IBA,GO_Central
P04629,GO:0007169,P,IBA,GO_Central
O95342,GO:0015722,P,IBA,GO_Central
O60674,GO:0007259,P,IBA,GO_Central
P35968,GO:0001525,P,IBA,GO_Central
P05177,GO:0008210,P,IBA,GO_Central
P11362,GO:0008284,P,IBA,GO_Central
Q9Y6L6,GO:0043252,P,IBA,GO_Central
P09619,GO:0001525,P,IBA,GO_Central
P09619,GO:0060326,P,IBA,GO_Central
Q08345,GO:0051897,P,IBA,GO_Central
P09619,GO:0008284,P,IBA,GO_Central
P23458,GO:0060397,P,IBA,GO_Central
P35968,GO:0007169,P,IBA,GO_Central
P35968,GO:0008284,P,IBA,GO_Central
Q16288,GO:0010976,P,IBA,GO_Central
P36888,GO:0030183,P,IBA,GO_Central
P04629,GO:1990090,P,IBA,GO_Central
P08684,GO:0070989,P,IBA,GO_Central
P21802,GO:0043410,P,IBA,GO_Central
P35968,GO:0043408,P,IBA,GO_Central
P09619,GO:0014911,P,IBA,GO_Central
P10635,GO:0006805,P,IBA,GO_Central
P11712,GO:0042178,P,IBA,GO_Central
P10632,GO:0042178,P,IBA,GO_Central
